part_name,category,relative_path,status,geometry_hash,near_duplicate_key,duplicate_group,near_duplicate_group,size_x_mm,size_y_mm,size_z_mm,volume_mm3,notes
roof_module,printed/plastic_modules,exports/mk0.9.3/printed/plastic_modules/roof_module.stl,ok,47881244a05929a3bb8b1cb21741f2ae74a4a1bf6e06f805e19c7b095844a3c6,"(49.0, 190.0, 190.0, 193627.0)",,,190.000,190.000,49.000,193626.989,
rpi_ssd_module,printed/plastic_modules,exports/mk0.9.3/printed/plastic_modules/rpi_ssd_module.stl,ok,2abb2d9200f0eeb8be2561e0a07ad424f0fae66f68737012475624aada0148dc,"(76.80000000000001, 190.0, 191.0, 185023.0)",,,191.000,190.000,76.800,185022.540,
bottom_grill,printed/plastic_subparts,exports/mk0.9.3/printed/plastic_subparts/bottom_grill.stl,ok,7f96e83adc360dadca1df3caed1e961acef40c6050e401db7a781987664ec32f,"(4.0, 138.0, 138.0, 41011.0)",,,138.000,138.000,4.000,41011.495,
dust_filter_slot,printed/plastic_subparts,exports/mk0.9.3/printed/plastic_subparts/dust_filter_slot.stl,ok,67bfc530eec53d7319634ce7fe79cba06cd3241cc7dd5ef7a8a41e984a12a3a4,"(2.0, 142.0, 144.0, 7822.0)",,,142.000,144.000,2.000,7821.600,
foot_mounts,printed/plastic_subparts,exports/mk0.9.3/printed/plastic_subparts/foot_mounts.stl,ok,d8d417f8055262176ea27a78002c862f95183136ab0fb12a065674b6f445e35d,"(4.0, 190.0, 190.0, 5056.0)",,,190.000,190.000,4.000,5055.885,
m5_threaded_rod_cap,printed/plastic_subparts,exports/mk0.9.3/printed/plastic_subparts/m5_threaded_rod_cap.stl,ok,bf572a8db4864f67a6c966ba31682b6486836b2811674673e772d90986db3164,"(8.0, 12.0, 12.0, 707.0)",,,12.000,12.000,8.000,707.078,
mini_pc_placeholder_carriage,printed/plastic_subparts,exports/mk0.9.3/printed/plastic_subparts/mini_pc_placeholder_carriage.stl,ok,e21198db7311325b2f643eba29cba189314d312bec54f5d19ea40442906a66a2,"(13.200000000000001, 180.0, 183.60000000000002, 37166.0)",,,183.600,180.000,13.200,37166.269,
rail_end_clip,printed/plastic_subparts,exports/mk0.9.3/printed/plastic_subparts/rail_end_clip.stl,ok,0091cc3f2857b38cd6d0971b01459732e039d90215ade579475bce627506a22f,"(6.0, 8.25, 18.0, 600.0)",,,18.000,8.250,6.000,599.717,
rpi_ssd_carriage,printed/plastic_subparts,exports/mk0.9.3/printed/plastic_subparts/rpi_ssd_carriage.stl,ok,1f9b64d4e71cb9382b86e156ba756a876f62c86c32e18f3b00f4f298d66a1408,"(13.200000000000001, 180.0, 183.60000000000002, 30617.0)",,,183.600,180.000,13.200,30616.846,
top_filter_slot,printed/plastic_subparts,exports/mk0.9.3/printed/plastic_subparts/top_filter_slot.stl,ok,b8cf80c12beb0f7b5bd922e21161dcaa11b36e0a5b5e87e05a30eb8cacf52c5f,"(2.0, 142.0, 142.0, 11528.0)",,,142.000,142.000,2.000,11528.000,
foot,printed/tpu,exports/mk0.9.3/printed/tpu/foot.stl,ok,2df35fcc3af99e83812a7091133fc418a2e66d993318d488b259416f8f8a36cf,"(12.0, 22.0, 22.0, 4045.0)",exact_001,near_001,22.000,22.000,12.000,4044.574,duplicate_group=exact_001; near_duplicate_group=near_001
aluminum_u_channel_rail_placeholder,reference_non_printed/metal,exports/mk0.9.3/reference_non_printed/metal/aluminum_u_channel_rail_placeholder.stl,ok,df532fc2e1daef8157b277fb1069bda31a4d8a677f3e37ef64393dc624e81483,"(10.0, 15.0, 155.0, 9610.0)",,,15.000,10.000,155.000,9610.000,
m5_threaded_rod,reference_non_printed/metal,exports/mk0.9.3/reference_non_printed/metal/m5_threaded_rod.stl,ok,70627855e3c4df80c42db1eae9811754d5c77f895fda5e4f6f0fc12fa8889146,"(5.0, 5.0, 264.0, 5179.0)",,,5.000,5.000,264.000,5178.796,
pom_c_shoe_placeholder,reference_non_printed/wear_parts,exports/mk0.9.3/reference_non_printed/wear_parts/pom_c_shoe_placeholder.stl,ok,85b14bec4f6750af0129ef1bec8e4b76ef53da0ae2fae4428a8095a495b75a86,"(8.0, 8.0, 12.0, 603.0)",,,8.000,8.000,12.000,602.623,
tpu_foot_placeholder,reference_non_printed/wear_parts,exports/mk0.9.3/reference_non_printed/wear_parts/tpu_foot_placeholder.stl,ok,2df35fcc3af99e83812a7091133fc418a2e66d993318d488b259416f8f8a36cf,"(12.0, 22.0, 22.0, 4045.0)",exact_001,near_001,22.000,22.000,12.000,4044.574,duplicate_group=exact_001; near_duplicate_group=near_001
external_ssd_placeholder,reference_placeholders/devices,exports/mk0.9.3/reference_placeholders/devices/external_ssd_placeholder.stl,ok,5c64e4f869b7ffbb64ea0eec576c3d5dccc1434b6133ba0ba3276c8cf8030f4f,"(16.0, 38.0, 75.0, 45580.0)",,,75.000,38.000,16.000,45579.520,
mini_pc_placeholder,reference_placeholders/devices,exports/mk0.9.3/reference_placeholders/devices/mini_pc_placeholder.stl,ok,6a24fe12d8ba654a69097cb02ce566339868d1774cb563ce8f52f3b0968d183b,"(55.0, 130.0, 130.0, 929430.0)",,,130.000,130.000,55.000,929429.599,
raspberry_pi_3b_placeholder,reference_placeholders/devices,exports/mk0.9.3/reference_placeholders/devices/raspberry_pi_3b_placeholder.stl,ok,3931eb8b053e7ba4475e77382074c494ca27e3eeaf0aec757abbf2360ff4d45b,"(16.6, 85.0, 86.0, 98326.0)",,,85.000,86.000,16.600,98325.975,
fan_120x120x25_placeholder,reference_placeholders/fans,exports/mk0.9.3/reference_placeholders/fans/fan_120x120x25_placeholder.stl,ok,233678fc9347df5b07edd970ca679f253a03701025916f19b4ef0fa5c8db104d,"(43.0, 120.0, 120.0, 147658.0)",,,120.000,120.000,43.000,147657.860,
dust_filter_placeholder,reference_placeholders/filters,exports/mk0.9.3/reference_placeholders/filters/dust_filter_placeholder.stl,ok,daabdc10c7edfa13d615a6a9d5d373976b4e66a429199f61003c58477e4b3f9f,"(2.0, 120.0, 130.0, 31197.0)",,,130.000,120.000,2.000,31197.440,
top_guard_filter_mesh_placeholder,reference_placeholders/filters,exports/mk0.9.3/reference_placeholders/filters/top_guard_filter_mesh_placeholder.stl,ok,97bca3b0f1c2107c68fa97c68051b092230e2c5325ac2c488b10f695b744c280,"(2.0, 120.0, 120.0, 28797.0)",,,120.000,120.000,2.000,28797.440,
airflow_clearance_zone,review,exports/mk0.9.3/review/airflow_clearance_zone.stl,ok,817dce1fdd76a6e456f87c8037151b78b2305c4ff1cd7ebba2aace33f09f7017,"(137.0, 137.0, 246.0, 4617174.0)",,,137.000,137.000,246.000,4617174.000,
central_airflow_channel_placeholder,review,exports/mk0.9.3/review/central_airflow_channel_placeholder.stl,ok,1d6e25f59e7ff1e6736d492c8497a425c2214ecd0d8c4e8099f97d3f9e2c67bb,"(125.0, 125.0, 246.0, 3843750.0)",,,125.000,125.000,246.000,3843750.000,
module_interface_bottom,review,exports/mk0.9.3/review/module_interface_bottom.stl,ok,df8b7f28255b4dd692d438312fc69a4f36ef9652d70f532d21db779517dfccd7,"(4.0, 190.0, 190.0, 62460.0)",exact_002,near_002,190.000,190.000,4.000,62460.000,duplicate_group=exact_002; near_duplicate_group=near_002
module_interface_top,review,exports/mk0.9.3/review/module_interface_top.stl,ok,df8b7f28255b4dd692d438312fc69a4f36ef9652d70f532d21db779517dfccd7,"(4.0, 190.0, 190.0, 62460.0)",exact_002,near_002,190.000,190.000,4.000,62460.000,duplicate_group=exact_002; near_duplicate_group=near_002
simplified_airflow_guide,review,exports/mk0.9.3/review/simplified_airflow_guide.stl,ok,62c9e5ae03bf89e2d6195f6ec9685ed17341e8a8cb2dc9a857f3d15485936a8d,"(10.0, 10.0, 176.0, 5650.0)",,,10.000,10.000,176.000,5649.595,
