part_name,category,relative_path,status,geometry_hash,near_duplicate_key,duplicate_group,near_duplicate_group,size_x_mm,size_y_mm,size_z_mm,volume_mm3,notes
ssd_expansion_tray,printable/plastic,exports/mk0.7/printable/plastic/ssd_expansion_tray.stl,error,,,,,,,,,AttributeError: module 'cad.config' has no attribute 'DUPLICATE_VOLUME_TOLERANCE_MM'
top_fan_grille,printable/plastic,exports/mk0.7/printable/plastic/top_fan_grille.stl,error,,,,,,,,,AttributeError: module 'cad.config' has no attribute 'DUPLICATE_VOLUME_TOLERANCE_MM'
top_structural_frame,printable/plastic,exports/mk0.7/printable/plastic/top_structural_frame.stl,error,,,,,,,,,AttributeError: module 'cad.config' has no attribute 'DUPLICATE_VOLUME_TOLERANCE_MM'
ups_power_tray,printable/plastic,exports/mk0.7/printable/plastic/ups_power_tray.stl,error,,,,,,,,,AttributeError: module 'cad.config' has no attribute 'DUPLICATE_VOLUME_TOLERANCE_MM'
airflow_path_review,review,exports/mk0.7/review/airflow_path_review.stl,error,,,,,,,,,AttributeError: module 'cad.config' has no attribute 'DUPLICATE_VOLUME_TOLERANCE_MM'
blocked_air_zones_review,review,exports/mk0.7/review/blocked_air_zones_review.stl,error,,,,,,,,,AttributeError: module 'cad.config' has no attribute 'DUPLICATE_VOLUME_TOLERANCE_MM'
bottom_intake_open_area_review,review,exports/mk0.7/review/bottom_intake_open_area_review.stl,error,,,,,,,,,AttributeError: module 'cad.config' has no attribute 'DUPLICATE_VOLUME_TOLERANCE_MM'
mini_pc_airflow_path_review,review,exports/mk0.7/review/mini_pc_airflow_path_review.stl,error,,,,,,,,,AttributeError: module 'cad.config' has no attribute 'DUPLICATE_VOLUME_TOLERANCE_MM'
printability_layout_review,review,exports/mk0.7/review/printability_layout_review.stl,error,,,,,,,,,AttributeError: module 'cad.config' has no attribute 'DUPLICATE_VOLUME_TOLERANCE_MM'
stability_review,review,exports/mk0.7/review/stability_review.stl,error,,,,,,,,,AttributeError: module 'cad.config' has no attribute 'DUPLICATE_VOLUME_TOLERANCE_MM'
