part_name,category,relative_path,status,geometry_hash,near_duplicate_key,duplicate_group,near_duplicate_group,size_x_mm,size_y_mm,size_z_mm,volume_mm3,notes
coupon_petg_foot_socket,printable/coupons_petg,exports/mk0.7.4/printable/coupons_petg/coupon_petg_foot_socket.stl,ok,a222a2c7f68a0b246ff2bad724295dfb1624988f11ad1dc822f0acba6dd4fbd5,"(9.0, 58.0, 58.0, 13128.0)",,,58.000,58.000,9.000,13127.612,
coupon_rail_end_mount_fit,printable/coupons_petg,exports/mk0.7.4/printable/coupons_petg/coupon_rail_end_mount_fit.stl,ok,bcfb74a3d21204bac737ba6e8d11e3ac8999fb3c8b7a8071f3cae328b57af481,"(26.0, 49.0, 50.0, 10233.0)",,,50.000,26.000,49.000,10232.637,
coupon_side_panel_mount,printable/coupons_petg,exports/mk0.7.4/printable/coupons_petg/coupon_side_panel_mount.stl,ok,621c61c8e07fa343e3d0f79156df8d0e1b6c06e4aad643b74d6d1743a9977f9c,"(12.0, 46.0, 88.0, 13943.0)",,,88.000,12.000,46.000,13943.400,
coupon_split_joint_tab_socket,printable/coupons_petg,exports/mk0.7.4/printable/coupons_petg/coupon_split_joint_tab_socket.stl,ok,bc0b5f33f469b086f7eb8565634e6703ff9b73915bcbc7a24b657d3288602f91,"(23.400000000000002, 28.0, 104.0, 48577.0)",,,104.000,23.400,28.000,48576.570,
coupon_tray_ledge_stack,printable/coupons_petg,exports/mk0.7.4/printable/coupons_petg/coupon_tray_ledge_stack.stl,ok,ed0afc83b7fae22360d095ae08fdfe07162214916ada1543c64623c0875260c9,"(16.400000000000002, 24.0, 58.0, 5407.0)",,,58.000,24.000,16.400,5407.397,
coupon_tpu_foot,printable/coupons_tpu,exports/mk0.7.4/printable/coupons_tpu/coupon_tpu_foot.stl,ok,a13d951ef986039ab62f5d66ad084021dcf522eabc29e3ed2752f3f49da92e38,"(32.0, 34.0, 34.0, 28073.0)",exact_001,near_001,34.000,34.000,32.000,28072.772,duplicate_group=exact_001; near_duplicate_group=near_001
bottom_fan_cartridge,printable/plastic,exports/mk0.7.4/printable/plastic/bottom_fan_cartridge.stl,ok,f014bc48e7b08cf8f11646579971f27ab4b062cfc9b0c76470f614d8b78cf2d5,"(9.0, 142.0, 150.0, 88578.0)",,,142.000,150.000,9.000,88577.861,
bottom_fan_grille,printable/plastic,exports/mk0.7.4/printable/plastic/bottom_fan_grille.stl,ok,fe39abd8803a4fe44138b79a363b18dafc243768aaa82098d10f1b4debac22dc,"(6.0, 190.0, 190.0, 84260.0)",,,190.000,190.000,6.000,84260.127,
bottom_filter_frame,printable/plastic,exports/mk0.7.4/printable/plastic/bottom_filter_frame.stl,ok,ac20d5bb5343a2f20aec871e00a26b7e6b8a3173ae38a8df69875acb9c5474ed,"(3.0, 138.0, 138.0, 27603.0)",,,138.000,138.000,3.000,27603.450,
bottom_filter_retainer,printable/plastic,exports/mk0.7.4/printable/plastic/bottom_filter_retainer.stl,ok,ba0287275fd19e6aed919c1103fd5a017dd16c3fcc8910bfdedea75f70c64823,"(4.0, 144.0, 144.0, 18432.0)",,,144.000,144.000,4.000,18432.000,
bottom_structural_frame,printable/plastic,exports/mk0.7.4/printable/plastic/bottom_structural_frame.stl,ok,dcb364828edf3e5fbea6ecb35fd07d256eb95cd6dac50693fe055e4d535958cf,"(13.0, 190.0, 190.0, 84439.0)",,near_002,190.000,190.000,13.000,84439.392,near_duplicate_group=near_002
central_bottom_fan_frame,printable/plastic,exports/mk0.7.4/printable/plastic/central_bottom_fan_frame.stl,ok,691ad1eca103f73e6babcf4409a3121984b9a492d9bd0de27652fdcfd64763ee,"(8.5, 190.0, 190.0, 121858.0)",,,190.000,190.000,8.500,121857.533,
corner_block,printable/plastic,exports/mk0.7.4/printable/plastic/corner_block.stl,ok,77c565e5c11da2719702ad4a8ff4805810b86f579ab8ce4eeba23de8e857b210,"(24.0, 24.0, 28.0, 14990.0)",,,24.000,24.000,28.000,14990.402,
external_ssd_bay,printable/plastic,exports/mk0.7.4/printable/plastic/external_ssd_bay.stl,ok,b449a084c18fbfc0969017c7dbbc61b57c0bf8da9e073d751e3c2f0e1b434cbb,"(31.400000000000002, 172.0, 178.70000000000002, 109027.0)",,,172.000,178.700,31.400,109027.148,
foot_socket,printable/plastic,exports/mk0.7.4/printable/plastic/foot_socket.stl,ok,a9c3ec3ebf32f282a3f7fecee4ba4229b9229d3787f0d4e814e0bc8f17062ce6,"(6.0, 42.0, 42.0, 3036.0)",,,42.000,42.000,6.000,3035.612,
front_stability_wing,printable/plastic,exports/mk0.7.4/printable/plastic/front_stability_wing.stl,ok,3b383efd1822aa7900386696157992735a208476fdbd5ce1f81eeba207a23de8,"(5.0, 47.0, 250.0, 58479.0)",exact_002,near_003,250.000,47.000,5.000,58478.585,duplicate_group=exact_002; near_duplicate_group=near_003
left_foot_extension,printable/plastic,exports/mk0.7.4/printable/plastic/left_foot_extension.stl,ok,2ceaaf5c0166076356cbce243e2147ff2cd7ec4cca6f20be0cf73df8c547ab77,"(5.0, 42.0, 190.0, 39629.0)",exact_003,near_004,42.000,190.000,5.000,39628.585,duplicate_group=exact_003; near_duplicate_group=near_004
left_side_panel_lower,printable/plastic,exports/mk0.7.4/printable/plastic/left_side_panel_lower.stl,ok,3881b365b42a19ad8cdf74f00e31d20a4f7f9d025182fee2c2bcb84c432745e6,"(12.0, 100.9, 176.0, 82825.0)",exact_004,near_005,176.000,12.000,100.900,82825.044,duplicate_group=exact_004; near_duplicate_group=near_005
left_side_panel_middle,printable/plastic,exports/mk0.7.4/printable/plastic/left_side_panel_middle.stl,ok,2736bcf93eec27941c6b3543955a684c1aaa66f8aea84a49b0cce0ef6ff8e4d4,"(4.800000000000001, 100.9, 176.0, 60418.0)",exact_005,near_006,176.000,4.800,100.900,60417.742,duplicate_group=exact_005; near_duplicate_group=near_006
left_side_panel_upper,printable/plastic,exports/mk0.7.4/printable/plastic/left_side_panel_upper.stl,ok,5ebf50b89d914515412ee4218dd751217eec4af39fd1e06bcb96b1ed25fec147,"(12.0, 100.9, 176.0, 87652.0)",exact_006,near_007,176.000,12.000,100.900,87651.680,duplicate_group=exact_006; near_duplicate_group=near_007
m5_threaded_rod_cap,printable/plastic,exports/mk0.7.4/printable/plastic/m5_threaded_rod_cap.stl,ok,bf572a8db4864f67a6c966ba31682b6486836b2811674673e772d90986db3164,"(8.0, 12.0, 12.0, 707.0)",,,12.000,12.000,8.000,707.078,
mikrotik_tray,printable/plastic,exports/mk0.7.4/printable/plastic/mikrotik_tray.stl,ok,f45d78962c7adc780d86f92ab090832d5a3027410b291a214145824c941d07d8,"(31.400000000000002, 172.0, 178.70000000000002, 120418.0)",,,172.000,178.700,31.400,120418.142,
mini_pc_airflow_duct,printable/plastic,exports/mk0.7.4/printable/plastic/mini_pc_airflow_duct.stl,ok,e60373ad33d485d12c8d9acd8f671d25d4eb0fcc1e6b3fe02cd86d3638d586c1,"(62.0, 88.0, 134.0, 64252.0)",,,88.000,134.000,62.000,64252.160,
mini_pc_tray,printable/plastic,exports/mk0.7.4/printable/plastic/mini_pc_tray.stl,ok,1d56fb47140b25bc1e4f5768fd3025d1447685c85e8dc32a8e540666c143c3b7,"(31.400000000000002, 172.0, 178.70000000000002, 170448.0)",,,172.000,178.700,31.400,170447.642,
mini_pc_tray_stop,printable/plastic,exports/mk0.7.4/printable/plastic/mini_pc_tray_stop.stl,ok,91cc07fe758cd213a65f6c90edffb9f5e4f79d8db9019f760bb0fe5cfeabec80,"(6.0, 18.0, 20.0, 1054.0)",,,18.000,6.000,20.000,1054.157,
power_bus_cover_lower,printable/plastic,exports/mk0.7.4/printable/plastic/power_bus_cover_lower.stl,ok,80e4135f1b3cb43e53ed8bb68b317520821f7d6251574e1cd3225096b3e84cab,"(10.4, 46.0, 141.75, 18487.0)",,,46.000,10.400,141.750,18487.477,
power_bus_cover_upper,printable/plastic,exports/mk0.7.4/printable/plastic/power_bus_cover_upper.stl,ok,b3c146b90421d1169b788247806807c9e6215ca48bfdac5ccbedc51065c5c4f5,"(14.8, 46.0, 143.75, 20595.0)",,,46.000,14.800,143.750,20595.320,
power_bus_panel_lower,printable/plastic,exports/mk0.7.4/printable/plastic/power_bus_panel_lower.stl,ok,02bee3f2c284ef067a688aac035937ca80e9c835103b072fbc0a0e6731d3f554,"(15.5, 34.0, 146.75, 21601.0)",,,34.000,15.500,146.750,21600.541,
power_bus_panel_upper,printable/plastic,exports/mk0.7.4/printable/plastic/power_bus_panel_upper.stl,ok,715bd0d7a45e054c37448f6efb5fdb96eca17871f06f946f2fa0f31877086d96,"(19.900000000000002, 36.0, 148.75, 23171.0)",,,36.000,19.900,148.750,23171.064,
rail_end_mount,printable/plastic,exports/mk0.7.4/printable/plastic/rail_end_mount.stl,ok,4a48917bf86529c270c47d70a8f56fb81b91a058db0ea5a962f5fc322c781bee,"(12.0, 18.0, 20.0, 3212.0)",,,18.000,12.000,20.000,3212.147,
raspberry_pi_tray,printable/plastic,exports/mk0.7.4/printable/plastic/raspberry_pi_tray.stl,ok,08cef9345bb8edbe0a63dfb9f94ea33c6ebd24fe77ae253666e7bf01535ef4a7,"(31.400000000000002, 172.0, 178.70000000000002, 112777.0)",,,172.000,178.700,31.400,112776.742,
rear_service_spine_cover_lower,printable/plastic,exports/mk0.7.4/printable/plastic/rear_service_spine_cover_lower.stl,ok,564d1274a88abe7b5e4a0dd34f019ddf3da3d808f9df72539fbc2a6a35fcc095,"(6.0, 46.0, 156.75, 21945.0)",,,46.000,6.000,156.750,21945.332,
rear_service_spine_cover_upper,printable/plastic,exports/mk0.7.4/printable/plastic/rear_service_spine_cover_upper.stl,ok,848f241812b5aae287778dc31af0f532ee1094c582dd15f4e86e83934c5a5c14,"(10.4, 46.0, 158.75, 24053.0)",,,46.000,10.400,158.750,24053.187,
rear_service_spine_lower,printable/plastic,exports/mk0.7.4/printable/plastic/rear_service_spine_lower.stl,ok,9c4f098c5751d7bb7cf00b6948742f791628bc85e68c5ed336a07062249b8350,"(32.5, 132.0, 157.75, 80212.0)",,,132.000,32.500,157.750,80212.229,
rear_service_spine_upper,printable/plastic,exports/mk0.7.4/printable/plastic/rear_service_spine_upper.stl,ok,c95e533afc8ff76b0bb4b624ea279c136f22bf782bdcc59b611f25bc854e6455,"(36.9, 136.0, 159.75, 76892.0)",,,136.000,36.900,159.750,76892.033,
rear_stability_wing,printable/plastic,exports/mk0.7.4/printable/plastic/rear_stability_wing.stl,ok,3b383efd1822aa7900386696157992735a208476fdbd5ce1f81eeba207a23de8,"(5.0, 47.0, 250.0, 58479.0)",exact_002,near_003,250.000,47.000,5.000,58478.585,duplicate_group=exact_002; near_duplicate_group=near_003
right_foot_extension,printable/plastic,exports/mk0.7.4/printable/plastic/right_foot_extension.stl,ok,2ceaaf5c0166076356cbce243e2147ff2cd7ec4cca6f20be0cf73df8c547ab77,"(5.0, 42.0, 190.0, 39629.0)",exact_003,near_004,42.000,190.000,5.000,39628.585,duplicate_group=exact_003; near_duplicate_group=near_004
right_side_panel_lower,printable/plastic,exports/mk0.7.4/printable/plastic/right_side_panel_lower.stl,ok,3881b365b42a19ad8cdf74f00e31d20a4f7f9d025182fee2c2bcb84c432745e6,"(12.0, 100.9, 176.0, 82825.0)",exact_004,near_005,176.000,12.000,100.900,82825.044,duplicate_group=exact_004; near_duplicate_group=near_005
right_side_panel_middle,printable/plastic,exports/mk0.7.4/printable/plastic/right_side_panel_middle.stl,ok,2736bcf93eec27941c6b3543955a684c1aaa66f8aea84a49b0cce0ef6ff8e4d4,"(4.800000000000001, 100.9, 176.0, 60418.0)",exact_005,near_006,176.000,4.800,100.900,60417.742,duplicate_group=exact_005; near_duplicate_group=near_006
right_side_panel_upper,printable/plastic,exports/mk0.7.4/printable/plastic/right_side_panel_upper.stl,ok,5ebf50b89d914515412ee4218dd751217eec4af39fd1e06bcb96b1ed25fec147,"(12.0, 100.9, 176.0, 87652.0)",exact_006,near_007,176.000,12.000,100.900,87651.680,duplicate_group=exact_006; near_duplicate_group=near_007
side_panel_mount_rail_lower,printable/plastic,exports/mk0.7.4/printable/plastic/side_panel_mount_rail_lower.stl,ok,4f30fc399636c804fc62036959a05b1cf9ca8253abd09cfc614ecdcbd2366e2e,"(8.0, 12.0, 100.9, 9356.0)",exact_007,near_008,8.000,12.000,100.900,9356.040,duplicate_group=exact_007; near_duplicate_group=near_008
side_panel_mount_rail_middle,printable/plastic,exports/mk0.7.4/printable/plastic/side_panel_mount_rail_middle.stl,ok,4f30fc399636c804fc62036959a05b1cf9ca8253abd09cfc614ecdcbd2366e2e,"(8.0, 12.0, 100.9, 9356.0)",exact_007,near_008,8.000,12.000,100.900,9356.040,duplicate_group=exact_007; near_duplicate_group=near_008
side_panel_mount_rail_upper,printable/plastic,exports/mk0.7.4/printable/plastic/side_panel_mount_rail_upper.stl,ok,4f30fc399636c804fc62036959a05b1cf9ca8253abd09cfc614ecdcbd2366e2e,"(8.0, 12.0, 100.9, 9356.0)",exact_007,near_008,8.000,12.000,100.900,9356.040,duplicate_group=exact_007; near_duplicate_group=near_008
ssd_expansion_tray,printable/plastic,exports/mk0.7.4/printable/plastic/ssd_expansion_tray.stl,ok,42ca72d6a26923e1045e991e2086242e82b2bd7a33cc95704ac16b6f99b0e216,"(31.400000000000002, 172.0, 178.70000000000002, 114501.0)",,,172.000,178.700,31.400,114500.742,
top_fan_grille,printable/plastic,exports/mk0.7.4/printable/plastic/top_fan_grille.stl,ok,69009ac28b864398b72ad1c179687597209e19f7cc0a092e88a1216842f8656c,"(3.0, 190.0, 190.0, 81780.0)",,,190.000,190.000,3.000,81780.447,
top_structural_frame,printable/plastic,exports/mk0.7.4/printable/plastic/top_structural_frame.stl,ok,8c89da544a9fb78d88a2c281bc8b49f0f036bce76520867d06865618aeaa5922,"(13.0, 190.0, 190.0, 84439.0)",,near_002,190.000,190.000,13.000,84439.392,near_duplicate_group=near_002
tray_support_ledge,printable/plastic,exports/mk0.7.4/printable/plastic/tray_support_ledge.stl,ok,46b5b8975bffaa9bd880de7349e4a26987f3a3273f2920f04b933ff8ff8d8a1c,"(4.0, 14.0, 22.0, 1191.0)",,,22.000,14.000,4.000,1190.597,
ups_power_tray,printable/plastic,exports/mk0.7.4/printable/plastic/ups_power_tray.stl,ok,cec31e6a39889fb5d0eed039d853220cd68296ff86461f8a3075b8513520d1fa,"(31.400000000000002, 178.70000000000002, 186.5, 137346.0)",,,186.500,178.700,31.400,137345.589,
foot,printable/tpu,exports/mk0.7.4/printable/tpu/foot.stl,ok,a13d951ef986039ab62f5d66ad084021dcf522eabc29e3ed2752f3f49da92e38,"(32.0, 34.0, 34.0, 28073.0)",exact_001,near_001,34.000,34.000,32.000,28072.772,duplicate_group=exact_001; near_duplicate_group=near_001
airflow_path_review,review,exports/mk0.7.4/review/airflow_path_review.stl,ok,74fb7eb81437c010f38113b9a879864de9995e6f712da90a295ff458772fe146,"(16.0, 91.0, 329.8, 12089.0)",,,91.000,16.000,329.800,12089.019,
blocked_air_zones_review,review,exports/mk0.7.4/review/blocked_air_zones_review.stl,ok,8a9ca6aa81641ae170a0ecdcee8914ec909973e1baac3e8a49a761d83d17540f,"(103.0, 181.75, 229.0, 107520.0)",,,229.000,103.000,181.750,107520.000,
bottom_intake_open_area_review,review,exports/mk0.7.4/review/bottom_intake_open_area_review.stl,ok,0b93777500e75c814e23383510913419c55dcdc1f7a3fb472b0b5c51fd17e049,"(4.0, 112.0, 112.0, 26308.0)",,,112.000,112.000,4.000,26307.970,
mini_pc_airflow_path_review,review,exports/mk0.7.4/review/mini_pc_airflow_path_review.stl,ok,b624db7ae4346b5cade96fb76cbbf9b3cdbc7cfadf2423b5383c05a0f3f15202,"(16.0, 16.0, 54.800000000000004, 2965.0)",,,16.000,54.800,16.000,2964.583,
power_bus_cover_reference,review,exports/mk0.7.4/review/power_bus_cover_reference.stl,ok,964f87f6bfaf8f561612765d6956937cffe4a65ce35097bd1591a6c8ab482cfe,"(5.0, 46.0, 265.5, 33279.0)",,,46.000,5.000,265.500,33278.843,
power_bus_panel_reference,review,exports/mk0.7.4/review/power_bus_panel_reference.stl,ok,c0450f965b27af491b477e0bdd64a8e19f71b3d1627018a41684a249073b3aa2,"(7.5, 34.0, 275.5, 39317.0)",,,34.000,7.500,275.500,39316.972,
printability_layout_review,review,exports/mk0.7.4/review/printability_layout_review.stl,ok,18b856d264d9eed2af53581382628ab5696ce7cb61c3967e427e0702b0286ee6,"(8.5, 296.0, 298.0, 318072.0)",,,298.000,296.000,8.500,318071.873,
rear_service_spine_cover_reference,review,exports/mk0.7.4/review/rear_service_spine_cover_reference.stl,ok,1f232dd8463b36ecf65ec3d2583dbdd4eda6a01801596ff1f29faca727544f23,"(3.0, 46.0, 295.5, 40210.0)",,,46.000,3.000,295.500,40210.275,
rear_service_spine_reference,review,exports/mk0.7.4/review/rear_service_spine_reference.stl,ok,00c7f29520a8249e7705f5a19b3b7d9e3e7ce66c94389f3e77842dd1ff81e952,"(32.0, 80.0, 297.5, 136037.0)",,,80.000,32.000,297.500,136037.164,
stability_review,review,exports/mk0.7.4/review/stability_review.stl,ok,7c3f8497e0287aa0cafb9513436a7b8a6d532f800af599348ba479644809d526,"(250.0, 288.3, 296.0, 208763.0)",,,250.000,296.000,288.300,208762.712,
